INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 9','Taylorville',240939,'Czech Republic');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 62','Morehouse',158688,'Finland');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 52','Whittaker',891835,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Fabien 30','Tecolote',402539,'Italy');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Nobel 82','Sunbright',485876,'Nauru');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Fabien 59','Pitkas Point',782282,'Antigua & Deps');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 4','Monahans',100524,'Poland');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Blue Oak 27','Mount Carroll',971326,'India');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Milton 71','Doyline',443095,'Ukraine');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Oak 33','Morrill',325601,'Japan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 85','Neosho Falls',124587,'Equatorial Guinea');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 43','Normandy',654951,'Brazil');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Red New 80','Talladega',359871,'Oman');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Hague 19','Cynthiana',337111,'Pakistan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 26','Chefornak',522147,'Spain');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Blue First 55','Prescott Valley',484403,'Belgium');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 75','Claire City',466634,'New Zealand');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Old 93','Pinetop-Lakeside',128666,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 92','Belle Glade',979256,'Bulgaria');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 66','Millgrove',835043,'Tanzania');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Fabien 15','Pasadena',827674,'Mauritania');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Second 95','Abita Springs',152664,'Israel');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Fabien 40','New Meadows',247463,'France');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Nobel 36','Madill',155025,'Montenegro');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 26','Stuckey',832371,'Fiji');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 49','Pachuta',482722,'Cameroon');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 42','Wilkinsburg',532360,'Montenegro');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Milton 4','Point Harbor',455907,'Canada');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Oak 89','Pollocksville',204711,'Armenia');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Blue Cowley 12','Bonneau',573509,'Lithuania');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Old 83','North Beach Haven',142417,'Laos');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Red New 63','Sweet Valley',952383,'South Africa');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 16','Hunterdon',400898,'Indonesia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 23','Hickory Grove',622721,'Grenada');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Blue Cowley 94','Hagerman',347035,'Mongolia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 7','Harrisburg',579796,'Malta');
INSERT Address (Street, City, ZIP, Country) VALUES ('St White New 78','Dana Point',837744,'Switzerland');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Nobel 25','Grabill',711556,'Kyrgyzstan');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 43','Kipahulu',721352,'Morocco');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Old 61','Glenham',536738,'Seychelles');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Green Second 38','Bertha',270876,'Kosovo');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Blue First 38','Wichita',886772,'Afghanistan');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Cowley 67','Strathmoor Village',991491,'Georgia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 90','Lincoln Park',497913,'Mozambique');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Old 58','Kapowsin',408644,'Brunei');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 71','Larto',713743,'Niger');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 49','Molson',321057,'Romania');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Fabien 23','Alcan',951661,'Somalia');
INSERT Address (Street, City, ZIP, Country) VALUES ('West White Old 58','Cleburne',825758,'Ukraine');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Hague 20','Carey',468678,'South Sudan');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Old 83','Niederwald',198355,'Finland');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Oak 71','Harding Lake',368010,'Marshall Islands');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 13','Adin',235218,'Namibia');
INSERT Address (Street, City, ZIP, Country) VALUES ('North New 46','Ronda',863428,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Fabien 34','Pagosa Junction',762178,'Afghanistan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Milton 41','Boquet',870715,'Nauru');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Fabien 52','Haines',969349,'Peru');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Hague 99','Ohlman',690731,'Tonga');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Oak 90','Rothsay',870517,'Colombia');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Old 4','Sigsbee',479291,'Antigua & Deps');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Hague 47','Ramseur',818374,'Czech Republic');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Milton 56','Candor',271921,'Uganda');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 50','Conejo',261972,'Macedonia');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 32','Caroleen',446701,'Bosnia Herzegovina');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Cowley 36','Willisburg',954279,'Tonga');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Milton 75','Lake Odessa',158496,'Lesotho');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Clarendon 32','Gum Branch',208616,'Tonga');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 64','Waipio Acres',935553,'Israel');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Second 93','Mount Gretna',906209,'Luxembourg');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Clarendon 25','Usher',782916,'Tanzania');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Green New 22','Bovina',231315,'Argentina');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Clarendon 36','Lake Elmo',418419,'Antigua & Deps');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Milton 6','Fairway',284483,'Australia');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Blue Clarendon 11','Seabrook Island',349581,'Singapore');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue First 99','Cotton Valley',129625,'Belgium');
INSERT Address (Street, City, ZIP, Country) VALUES ('St New 89','Naugatuck',309704,'St Lucia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 41','King City',436672,'Mauritania');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Blue New 38','Hennessey',204317,'East Timor');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Second 28','Indiahoma',963361,'Azerbaijan');
INSERT Address (Street, City, ZIP, Country) VALUES ('South First 33','Moline',981982,'Bolivia');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Cowley 62','Sadsburyville',258003,'Qatar');
INSERT Address (Street, City, ZIP, Country) VALUES ('South First 71','Keshena',810264,'Philippines');
INSERT Address (Street, City, ZIP, Country) VALUES ('West New 89','Ohio City',662703,'Uzbekistan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 69','Kenwood',466258,'Benin');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 39','Foristell',185471,'Nigeria');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Blue Oak 99','Rocky',553827,'Slovakia');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Hague 71','Hendrum',109934,'Croatia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 5','Montgomery Creek',927045,'Haiti');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 36','Westmoreland',939276,'Uzbekistan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 85','Prairie View',745285,'United States');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 12','Golden Glades',336138,'Angola');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 66','High Island',883162,'Netherlands');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Clarendon 90','Quebec',620177,'Cambodia');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Hague 79','Glenshaw',170782,'Rwanda');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 16','Spalding',172139,'Algeria');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 63','Delft',327050,'Hungary');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 62','Indianola',319937,'Belgium');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 86','Chama',361448,'Congo');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 46','Woodberry',171256,'St Lucia');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Cowley 5','Exum',185487,'Monaco');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Hague 19','Lowell',940155,'Tanzania');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Fabien 98','Holyoke',431379,'Indonesia');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Hague 27','Scottsdale',274247,'Oman');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Clarendon 91','Pascola',481830,'Croatia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Fabien 85','Roberta',691800,'Algeria');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Old 13','Tappen',628882,'Andorra');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Old 80','Bentley',896885,'Denmark');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 40','Point',300771,'Paraguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 73','Rush Springs',987450,'Argentina');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Second 4','Beaver City',638303,'Poland');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 83','Mathis',875003,'Monaco');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Old 90','Lugert',672660,'Malawi');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Green Hague 54','Coulterville',687441,'Morocco');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 11','Forest River',256971,'Italy');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Blue New 44','Stafford',424710,'Macedonia');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Red Second 94','Spencerville',754381,'Japan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue New 83','Meadville',411418,'Suriname');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Green Clarendon 96','Orchard',664500,'Argentina');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 45','Eutaw',199777,'Uganda');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 94','McGonigle',586935,'Brazil');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 47','Chevy Chase Section Three',247925,'Macedonia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 8','Callicoon',361380,'Sao Tome & Principe');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Cowley 80','Hannah',868344,'Egypt');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Second 32','Olivet',711062,'United States');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Second 26','East Uniontown',655459,'Croatia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 90','New London',481041,'Netherlands');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Fabien 44','Wakita',651047,'Kosovo');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Milton 21','Chipita Park',337602,'Monaco');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Cowley 92','Wyandotte',151282,'Gabon');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 47','Penuelas',756207,'Netherlands');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 10','McDermitt',604991,'Barbados');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 5','Willacoochee',726281,'Jamaica');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 36','Ackley',330164,'Samoa');
INSERT Address (Street, City, ZIP, Country) VALUES ('South New 58','Lake Ann',634632,'Korea North');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Fabien 90','Almo',195772,'Jordan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 69','Firth',955803,'Bahrain');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Clarendon 77','Aplin',611822,'Antigua & Deps');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 16','Fountain Lake',278821,'El Salvador');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 33','Scotland Neck',662969,'Czech Republic');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 46','North Vernon',799321,'Ivory Coast');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Second 15','Berclair',380061,'Costa Rica');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 64','Northwoods Beach',577122,'India');
INSERT Address (Street, City, ZIP, Country) VALUES ('St New 66','Crane Lake',228709,'Swaziland');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Second 13','Kempton',250378,'Laos');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Oak 93','Browardale',772982,'Greece');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 20','Artesia Wells',799716,'United Arab Emirates');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 12','Bolling',222363,'Tunisia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Blue Old 89','Amity Gardens',671058,'Taiwan');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 15','Clarenceville',575241,'Sierra Leone');
INSERT Address (Street, City, ZIP, Country) VALUES ('North Green Oak 14','Langdon',898517,'Madagascar');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 60','Beaverdam',286150,'Bahrain');
INSERT Address (Street, City, ZIP, Country) VALUES ('New 10','Wiggins',466894,'Armenia');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Second 59','Hebbronville',313918,'Uganda');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Green Second 24','El Negro',266715,'United Arab Emirates');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Second 24','Butte',210709,'Uganda');
INSERT Address (Street, City, ZIP, Country) VALUES ('Hague 99','Snider',470729,'Nepal');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Green Hague 76','Windham',739432,'Zambia');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Nobel 16','Hartford',261982,'Equatorial Guinea');
INSERT Address (Street, City, ZIP, Country) VALUES ('Oak 79','Rothsay',580592,'Bolivia');
INSERT Address (Street, City, ZIP, Country) VALUES ('First 35','Fackler',693222,'Saudi Arabia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 6','Cresskill',573516,'Italy');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Hague 37','Steamboat Canyon',977120,'Serbia');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Hague 93','Chemult',930462,'Tunisia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 68','Douglass',657952,'Georgia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 14','Brewerton',703923,'Antigua & Deps');
INSERT Address (Street, City, ZIP, Country) VALUES ('South Nobel 80','Trappe',606232,'Equatorial Guinea');
INSERT Address (Street, City, ZIP, Country) VALUES ('West Blue Fabien 45','Kansas City',742982,'Uganda');
INSERT Address (Street, City, ZIP, Country) VALUES ('St Green Second 87','Michigan City',628136,'Bolivia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Nobel 30','Harwood Heights',783593,'France');
INSERT Address (Street, City, ZIP, Country) VALUES ('White Cowley 89','Toledo',898711,'Zambia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Red Old 93','Ashwood',385001,'Jamaica');
INSERT Address (Street, City, ZIP, Country) VALUES ('Green Clarendon 42','Canyon',323384,'St Lucia');
INSERT Address (Street, City, ZIP, Country) VALUES ('Milton 85','Orderville',391088,'Ghana');
INSERT Address (Street, City, ZIP, Country) VALUES ('Old 67','Bushkill',666049,'Uruguay');
INSERT Address (Street, City, ZIP, Country) VALUES ('Clarendon 13','Stockman',139558,'Gabon');
INSERT Address (Street, City, ZIP, Country) VALUES ('Second 62','Hiram',115105,'Netherlands');
INSERT Address (Street, City, ZIP, Country) VALUES ('Fabien 82','South Superior',902222,'Papua New Guinea');
